epoc (ms),timestamp (+0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638241864913,2021-11-30T10.11.04.913,19.570,44.512,-7.073,-92.561
1638241864923,2021-11-30T10.11.04.923,19.580,28.537,1.280,-70.915
1638241864933,2021-11-30T10.11.04.933,19.590,44.634,2.744,-55.976
1638241864943,2021-11-30T10.11.04.943,19.600,45.305,-0.183,-44.024
1638241864953,2021-11-30T10.11.04.953,19.610,34.024,0.976,-34.939
1638241864963,2021-11-30T10.11.04.963,19.620,26.220,5.366,-30.061
1638241864973,2021-11-30T10.11.04.973,19.630,20.976,7.012,-32.866
1638241864983,2021-11-30T10.11.04.983,19.640,23.354,6.646,-30.488
1638241864993,2021-11-30T10.11.04.993,19.650,26.524,1.585,-24.634
1638241865003,2021-11-30T10.11.05.003,19.660,20.122,-1.402,-21.341
1638241865013,2021-11-30T10.11.05.013,19.670,16.646,-1.220,-19.573
1638241865023,2021-11-30T10.11.05.023,19.680,21.341,-2.988,-17.927
1638241865033,2021-11-30T10.11.05.033,19.690,24.695,-5.610,-16.707
1638241865043,2021-11-30T10.11.05.043,19.700,25.366,-7.500,-15.915
1638241865053,2021-11-30T10.11.05.053,19.710,24.451,-9.695,-16.646
1638241865063,2021-11-30T10.11.05.063,19.720,22.561,-10.732,-18.232
1638241865073,2021-11-30T10.11.05.073,19.730,21.402,-10.915,-19.512
1638241865083,2021-11-30T10.11.05.083,19.740,20.183,-10.671,-21.098
1638241865093,2021-11-30T10.11.05.093,19.750,18.720,-9.939,-22.805
1638241865103,2021-11-30T10.11.05.103,19.760,17.073,-9.268,-24.939
1638241865113,2021-11-30T10.11.05.113,19.770,16.037,-8.841,-26.829
1638241865123,2021-11-30T10.11.05.123,19.780,16.463,-8.415,-28.110
1638241865133,2021-11-30T10.11.05.133,19.790,16.951,-7.561,-29.634
1638241865143,2021-11-30T10.11.05.143,19.800,17.012,-6.463,-31.463
1638241865153,2021-11-30T10.11.05.153,19.810,16.646,-5.366,-32.866
1638241865163,2021-11-30T10.11.05.163,19.820,16.037,-4.146,-34.329
1638241865173,2021-11-30T10.11.05.173,19.830,16.098,-2.866,-35.488
1638241865183,2021-11-30T10.11.05.183,19.840,16.768,-1.890,-36.280
1638241865193,2021-11-30T10.11.05.193,19.850,16.585,-1.280,-37.500
1638241865203,2021-11-30T10.11.05.203,19.860,16.220,-0.732,-38.841
1638241865213,2021-11-30T10.11.05.213,19.870,17.622,0.549,-39.573
1638241865223,2021-11-30T10.11.05.223,19.880,19.695,1.951,-40.427
1638241865233,2021-11-30T10.11.05.233,19.890,21.646,2.500,-40.976
1638241865243,2021-11-30T10.11.05.243,19.900,23.841,2.988,-42.134
1638241865253,2021-11-30T10.11.05.253,19.910,26.951,4.024,-43.659
1638241865263,2021-11-30T10.11.05.263,19.920,30.183,5.427,-45.366
1638241865273,2021-11-30T10.11.05.273,19.930,33.110,6.159,-47.439
1638241865283,2021-11-30T10.11.05.283,19.940,36.341,6.524,-50.366
1638241865293,2021-11-30T10.11.05.293,19.950,39.146,7.317,-54.329
1638241865303,2021-11-30T10.11.05.303,19.960,41.707,7.195,-58.171
1638241865313,2021-11-30T10.11.05.313,19.970,43.598,6.768,-61.890
1638241865323,2021-11-30T10.11.05.323,19.980,44.756,6.585,-66.463
1638241865333,2021-11-30T10.11.05.333,19.990,46.829,5.061,-69.878
1638241865343,2021-11-30T10.11.05.343,20.000,48.293,2.744,-75.427
1638241865353,2021-11-30T10.11.05.353,20.010,50.549,3.232,-81.220
1638241865363,2021-11-30T10.11.05.363,20.020,54.024,3.841,-87.866
1638241865373,2021-11-30T10.11.05.373,20.030,55.854,3.780,-95.854
1638241865383,2021-11-30T10.11.05.383,20.040,59.024,4.329,-102.073
1638241865393,2021-11-30T10.11.05.393,20.050,60.915,5.488,-107.866
1638241865403,2021-11-30T10.11.05.403,20.060,60.366,6.768,-116.768
1638241865413,2021-11-30T10.11.05.413,20.070,58.476,7.927,-125.183
1638241865423,2021-11-30T10.11.05.423,20.080,61.037,11.159,-131.463
1638241865433,2021-11-30T10.11.05.433,20.090,60.854,14.878,-141.829
1638241865443,2021-11-30T10.11.05.443,20.100,63.171,19.451,-153.293
1638241865453,2021-11-30T10.11.05.453,20.110,66.098,25.000,-165.244
1638241865463,2021-11-30T10.11.05.463,20.120,66.768,31.220,-178.232
1638241865473,2021-11-30T10.11.05.473,20.130,67.256,38.659,-190.366
1638241865483,2021-11-30T10.11.05.483,20.140,68.049,48.232,-201.341
1638241865493,2021-11-30T10.11.05.493,20.150,65.549,63.659,-208.659
1638241865503,2021-11-30T10.11.05.503,20.160,55.183,79.939,-211.341
1638241865513,2021-11-30T10.11.05.513,20.170,47.622,89.024,-221.098
1638241865523,2021-11-30T10.11.05.523,20.180,62.805,91.646,-242.256
1638241865533,2021-11-30T10.11.05.533,20.190,91.707,98.780,-244.024
1638241865543,2021-11-30T10.11.05.543,20.200,131.280,110.427,-227.073
1638241865553,2021-11-30T10.11.05.553,20.210,170.610,125.061,-201.951
1638241865563,2021-11-30T10.11.05.563,20.220,220.122,139.390,-164.939
1638241865573,2021-11-30T10.11.05.573,20.230,277.012,150.549,-129.573
1638241865583,2021-11-30T10.11.05.583,20.240,339.634,160.732,-107.561
1638241865593,2021-11-30T10.11.05.593,20.250,382.134,150.244,-45.610
1638241865603,2021-11-30T10.11.05.603,20.260,380.732,142.073,-25.915
1638241865613,2021-11-30T10.11.05.613,20.270,372.744,150.244,-20.610
1638241865623,2021-11-30T10.11.05.623,20.280,270.427,147.195,24.695
1638241865633,2021-11-30T10.11.05.633,20.290,165.915,161.646,51.524
1638241865643,2021-11-30T10.11.05.643,20.300,99.024,177.805,72.378
1638241865653,2021-11-30T10.11.05.653,20.310,27.195,186.890,86.951
1638241865663,2021-11-30T10.11.05.663,20.320,-54.024,198.780,92.134
1638241865673,2021-11-30T10.11.05.673,20.330,-95.427,206.951,114.329
1638241865683,2021-11-30T10.11.05.683,20.340,-100.366,211.707,147.500
1638241865693,2021-11-30T10.11.05.693,20.350,-97.988,216.220,180.000
1638241865703,2021-11-30T10.11.05.703,20.360,-92.744,218.720,206.037
1638241865713,2021-11-30T10.11.05.713,20.370,-82.988,219.085,226.951
1638241865723,2021-11-30T10.11.05.723,20.380,-69.756,209.207,242.561
1638241865733,2021-11-30T10.11.05.733,20.390,-30.000,192.500,259.268
1638241865743,2021-11-30T10.11.05.743,20.400,33.963,172.805,275.244
1638241865753,2021-11-30T10.11.05.753,20.410,85.366,153.232,283.659
1638241865763,2021-11-30T10.11.05.763,20.420,124.329,136.707,294.695
1638241865773,2021-11-30T10.11.05.773,20.430,166.098,121.951,307.195
1638241865783,2021-11-30T10.11.05.783,20.440,195.366,107.744,319.756
1638241865793,2021-11-30T10.11.05.793,20.450,215.915,95.305,330.549
1638241865803,2021-11-30T10.11.05.803,20.460,216.951,88.780,340.061
1638241865813,2021-11-30T10.11.05.813,20.470,204.939,81.402,344.024
1638241865823,2021-11-30T10.11.05.823,20.480,191.159,70.366,344.573
1638241865833,2021-11-30T10.11.05.833,20.490,186.768,60.732,346.159
1638241865843,2021-11-30T10.11.05.843,20.500,191.646,51.402,348.049
1638241865853,2021-11-30T10.11.05.853,20.510,200.366,42.195,349.024
1638241865863,2021-11-30T10.11.05.863,20.520,212.073,32.805,348.963
1638241865873,2021-11-30T10.11.05.873,20.530,226.585,23.963,347.622
1638241865883,2021-11-30T10.11.05.883,20.540,239.634,16.890,343.963
1638241865893,2021-11-30T10.11.05.893,20.550,248.720,10.732,338.415
1638241865903,2021-11-30T10.11.05.903,20.560,252.805,4.817,329.817
1638241865913,2021-11-30T10.11.05.913,20.570,254.390,-0.854,318.598
1638241865923,2021-11-30T10.11.05.923,20.580,258.963,-7.683,305.671
1638241865933,2021-11-30T10.11.05.933,20.590,266.280,-15.915,289.146
1638241865943,2021-11-30T10.11.05.943,20.600,268.720,-22.134,264.390
1638241865953,2021-11-30T10.11.05.953,20.610,256.159,-24.573,232.012
1638241865963,2021-11-30T10.11.05.963,20.620,250.183,-19.573,204.024
1638241865973,2021-11-30T10.11.05.973,20.630,191.402,-7.988,153.598
1638241865983,2021-11-30T10.11.05.983,20.640,138.902,-7.256,100.366
1638241865993,2021-11-30T10.11.05.993,20.650,106.585,-8.232,35.671
1638241866003,2021-11-30T10.11.06.003,20.660,65.488,-12.500,-35.000
1638241866013,2021-11-30T10.11.06.013,20.670,-15.122,-20.610,-75.488
1638241866023,2021-11-30T10.11.06.023,20.680,-130.671,15.915,-30.000
1638241866033,2021-11-30T10.11.06.033,20.690,-54.451,-7.378,-53.963
1638241866043,2021-11-30T10.11.06.043,20.700,27.378,-62.988,-137.866
1638241866053,2021-11-30T10.11.06.053,20.710,-18.537,-10.488,-123.720
1638241866063,2021-11-30T10.11.06.063,20.720,-11.768,-5.854,-94.329
1638241866073,2021-11-30T10.11.06.073,20.730,5.671,-24.878,-92.744
1638241866083,2021-11-30T10.11.06.083,20.740,-14.024,-16.951,-79.756
1638241866093,2021-11-30T10.11.06.093,20.750,-17.195,-14.756,-58.598
1638241866103,2021-11-30T10.11.06.103,20.760,-2.256,-20.488,-51.829
1638241866113,2021-11-30T10.11.06.113,20.770,6.220,-19.146,-48.537
1638241866123,2021-11-30T10.11.06.123,20.780,5.000,-15.244,-41.951
1638241866133,2021-11-30T10.11.06.133,20.790,5.244,-10.915,-37.683
1638241866143,2021-11-30T10.11.06.143,20.800,7.134,-6.829,-34.695
1638241866153,2021-11-30T10.11.06.153,20.810,5.366,-0.915,-29.451
1638241866163,2021-11-30T10.11.06.163,20.820,-1.646,4.451,-25.366
1638241866173,2021-11-30T10.11.06.173,20.830,-9.085,7.256,-24.756
1638241866183,2021-11-30T10.11.06.183,20.840,-10.183,8.415,-25.061
1638241866193,2021-11-30T10.11.06.193,20.850,-3.049,7.500,-24.817
1638241866203,2021-11-30T10.11.06.203,20.860,4.939,4.146,-22.927
1638241866213,2021-11-30T10.11.06.213,20.870,8.902,1.646,-19.634
1638241866223,2021-11-30T10.11.06.223,20.880,11.341,-0.244,-16.159
1638241866233,2021-11-30T10.11.06.233,20.890,12.988,-2.378,-13.415
1638241866243,2021-11-30T10.11.06.243,20.900,15.183,-4.146,-11.585
1638241866253,2021-11-30T10.11.06.253,20.910,18.598,-6.463,-10.793
1638241866263,2021-11-30T10.11.06.263,20.920,21.585,-9.024,-9.817
1638241866273,2021-11-30T10.11.06.273,20.930,24.024,-10.366,-8.476
1638241866283,2021-11-30T10.11.06.283,20.940,24.146,-10.793,-7.500
1638241866293,2021-11-30T10.11.06.293,20.950,23.963,-12.378,-7.317
1638241866303,2021-11-30T10.11.06.303,20.960,24.390,-14.756,-6.768
1638241866313,2021-11-30T10.11.06.313,20.970,26.524,-18.354,-6.524
1638241866323,2021-11-30T10.11.06.323,20.980,28.841,-21.585,-7.500
1638241866333,2021-11-30T10.11.06.333,20.990,32.805,-23.841,-8.963
1638241866343,2021-11-30T10.11.06.343,21.000,36.220,-24.878,-10.671
1638241866353,2021-11-30T10.11.06.353,21.010,39.695,-24.451,-12.927
1638241866363,2021-11-30T10.11.06.363,21.020,43.659,-24.146,-16.585
1638241866373,2021-11-30T10.11.06.373,21.030,43.537,-22.622,-19.939
1638241866383,2021-11-30T10.11.06.383,21.040,42.012,-20.000,-21.890
1638241866393,2021-11-30T10.11.06.393,21.050,40.061,-16.707,-21.829
1638241866403,2021-11-30T10.11.06.403,21.060,38.598,-13.598,-20.732
1638241866413,2021-11-30T10.11.06.413,21.070,36.524,-10.610,-19.146
1638241866423,2021-11-30T10.11.06.423,21.080,33.354,-7.866,-17.988
1638241866433,2021-11-30T10.11.06.433,21.090,30.976,-5.427,-17.073
1638241866443,2021-11-30T10.11.06.443,21.100,28.232,-3.354,-16.280
1638241866453,2021-11-30T10.11.06.453,21.110,29.146,-1.951,-16.280
1638241866463,2021-11-30T10.11.06.463,21.120,31.159,-0.244,-16.768
1638241866473,2021-11-30T10.11.06.473,21.130,31.159,1.585,-17.439
1638241866483,2021-11-30T10.11.06.483,21.140,32.683,3.659,-19.207
1638241866493,2021-11-30T10.11.06.493,21.150,35.854,5.915,-21.220
1638241866503,2021-11-30T10.11.06.503,21.160,39.512,7.012,-23.110
1638241866513,2021-11-30T10.11.06.513,21.170,44.878,5.427,-25.549
1638241866523,2021-11-30T10.11.06.523,21.180,49.512,4.634,-28.659
1638241866533,2021-11-30T10.11.06.533,21.190,52.683,5.061,-31.890
1638241866543,2021-11-30T10.11.06.543,21.200,55.122,6.037,-35.671
1638241866553,2021-11-30T10.11.06.553,21.210,56.280,7.317,-39.451
1638241866563,2021-11-30T10.11.06.563,21.220,55.183,8.049,-43.110
1638241866573,2021-11-30T10.11.06.573,21.230,53.293,9.085,-46.402
1638241866583,2021-11-30T10.11.06.583,21.240,52.073,10.000,-49.268
1638241866593,2021-11-30T10.11.06.593,21.250,50.915,11.098,-51.524
1638241866603,2021-11-30T10.11.06.603,21.260,51.037,11.220,-53.537
1638241866613,2021-11-30T10.11.06.613,21.270,52.012,11.098,-56.159
1638241866623,2021-11-30T10.11.06.623,21.280,53.049,10.244,-58.841
1638241866633,2021-11-30T10.11.06.633,21.290,50.610,10.244,-66.159
1638241866643,2021-11-30T10.11.06.643,21.300,46.890,11.159,-74.207
1638241866653,2021-11-30T10.11.06.653,21.310,45.183,11.341,-81.280
1638241866663,2021-11-30T10.11.06.663,21.320,43.293,12.195,-89.817
1638241866673,2021-11-30T10.11.06.673,21.330,41.402,12.927,-97.805
1638241866683,2021-11-30T10.11.06.683,21.340,39.268,13.902,-106.220
1638241866693,2021-11-30T10.11.06.693,21.350,38.841,15.549,-113.902
1638241866703,2021-11-30T10.11.06.703,21.360,35.549,15.732,-122.683
1638241866713,2021-11-30T10.11.06.713,21.370,29.939,14.878,-133.659
1638241866723,2021-11-30T10.11.06.723,21.380,20.122,14.817,-147.561
1638241866733,2021-11-30T10.11.06.733,21.390,16.220,19.085,-157.866
1638241866743,2021-11-30T10.11.06.743,21.400,15.427,23.598,-170.061
1638241866753,2021-11-30T10.11.06.753,21.410,17.012,29.268,-175.244
1638241866763,2021-11-30T10.11.06.763,21.420,21.402,39.390,-178.659
1638241866773,2021-11-30T10.11.06.773,21.430,22.683,51.402,-174.878
1638241866783,2021-11-30T10.11.06.783,21.440,22.256,60.244,-169.939
1638241866793,2021-11-30T10.11.06.793,21.450,10.976,66.098,-178.963
1638241866803,2021-11-30T10.11.06.803,21.460,-1.280,66.829,-199.329
1638241866813,2021-11-30T10.11.06.813,21.470,8.293,61.524,-212.744
1638241866823,2021-11-30T10.11.06.823,21.480,24.268,60.915,-201.829
1638241866833,2021-11-30T10.11.06.833,21.490,22.012,74.512,-192.012
1638241866843,2021-11-30T10.11.06.843,21.500,22.622,86.220,-186.890
1638241866853,2021-11-30T10.11.06.853,21.510,48.720,84.695,-172.378
1638241866863,2021-11-30T10.11.06.863,21.520,82.683,84.024,-143.110
1638241866873,2021-11-30T10.11.06.873,21.530,126.524,73.659,-103.171
1638241866883,2021-11-30T10.11.06.883,21.540,161.463,64.329,-71.524
1638241866893,2021-11-30T10.11.06.893,21.550,159.268,74.634,-42.195
1638241866903,2021-11-30T10.11.06.903,21.560,186.707,62.622,6.524
1638241866913,2021-11-30T10.11.06.913,21.570,163.537,64.817,52.561
1638241866923,2021-11-30T10.11.06.923,21.580,130.488,60.976,85.244
1638241866933,2021-11-30T10.11.06.933,21.590,137.683,55.793,104.695
1638241866943,2021-11-30T10.11.06.943,21.600,133.720,53.354,123.720
1638241866953,2021-11-30T10.11.06.953,21.610,111.280,50.793,143.841
1638241866963,2021-11-30T10.11.06.963,21.620,91.037,44.390,164.329
1638241866973,2021-11-30T10.11.06.973,21.630,80.671,36.402,187.744
1638241866983,2021-11-30T10.11.06.983,21.640,74.878,29.512,213.415
1638241866993,2021-11-30T10.11.06.993,21.650,67.500,21.585,235.976
1638241867003,2021-11-30T10.11.07.003,21.660,60.122,11.585,254.939
1638241867013,2021-11-30T10.11.07.013,21.670,51.220,2.500,272.134
1638241867023,2021-11-30T10.11.07.023,21.680,41.768,-7.195,288.232
1638241867033,2021-11-30T10.11.07.033,21.690,34.390,-18.232,301.768
1638241867043,2021-11-30T10.11.07.043,21.700,34.756,-28.232,312.500
1638241867053,2021-11-30T10.11.07.053,21.710,42.988,-37.073,322.378
1638241867063,2021-11-30T10.11.07.063,21.720,49.085,-44.024,331.829
1638241867073,2021-11-30T10.11.07.073,21.730,52.195,-51.768,340.549
1638241867083,2021-11-30T10.11.07.083,21.740,50.366,-59.085,348.171
1638241867093,2021-11-30T10.11.07.093,21.750,44.329,-64.695,355.549
1638241867103,2021-11-30T10.11.07.103,21.760,37.439,-69.634,361.220
1638241867113,2021-11-30T10.11.07.113,21.770,28.171,-74.085,364.878
1638241867123,2021-11-30T10.11.07.123,21.780,18.049,-76.037,367.378
1638241867133,2021-11-30T10.11.07.133,21.790,7.439,-74.512,367.988
1638241867143,2021-11-30T10.11.07.143,21.800,-7.683,-70.000,368.598
1638241867153,2021-11-30T10.11.07.153,21.810,-28.537,-63.841,370.183
1638241867163,2021-11-30T10.11.07.163,21.820,-54.573,-55.061,369.695
1638241867173,2021-11-30T10.11.07.173,21.830,-78.110,-45.671,358.354
1638241867183,2021-11-30T10.11.07.183,21.840,-90.976,-41.220,327.683
1638241867193,2021-11-30T10.11.07.193,21.850,-87.012,-42.500,277.744
1638241867203,2021-11-30T10.11.07.203,21.860,-71.037,-36.707,223.415
1638241867213,2021-11-30T10.11.07.213,21.870,-63.110,-22.256,152.134
1638241867223,2021-11-30T10.11.07.223,21.880,-31.951,-7.073,85.976
1638241867233,2021-11-30T10.11.07.233,21.890,-2.866,7.805,24.573
1638241867243,2021-11-30T10.11.07.243,21.900,21.707,14.817,-32.683
1638241867253,2021-11-30T10.11.07.253,21.910,34.573,17.561,-86.341
1638241867263,2021-11-30T10.11.07.263,21.920,-18.598,15.976,-149.695
1638241867273,2021-11-30T10.11.07.273,21.930,-117.805,-4.451,-195.793
1638241867283,2021-11-30T10.11.07.283,21.940,-79.085,-5.610,-100.244
1638241867293,2021-11-30T10.11.07.293,21.950,-119.573,35.000,-64.573
1638241867303,2021-11-30T10.11.07.303,21.960,-135.915,112.622,-181.646
1638241867313,2021-11-30T10.11.07.313,21.970,-1.280,130.854,-189.512
1638241867323,2021-11-30T10.11.07.323,21.980,94.756,67.866,-197.744
1638241867333,2021-11-30T10.11.07.333,21.990,66.829,3.963,-255.183
1638241867343,2021-11-30T10.11.07.343,22.000,-57.561,25.366,-151.220
1638241867353,2021-11-30T10.11.07.353,22.010,-63.110,95.976,-153.537
1638241867363,2021-11-30T10.11.07.363,22.020,34.390,62.927,-125.854
1638241867373,2021-11-30T10.11.07.373,22.030,55.366,21.463,-103.354
1638241867383,2021-11-30T10.11.07.383,22.040,53.902,20.183,-89.451
1638241867393,2021-11-30T10.11.07.393,22.050,68.476,24.146,-70.061
1638241867403,2021-11-30T10.11.07.403,22.060,75.183,19.939,-55.366
1638241867413,2021-11-30T10.11.07.413,22.070,59.085,18.841,-46.037
1638241867433,2021-11-30T10.11.07.433,22.090,24.512,12.317,-34.329
1638241867443,2021-11-30T10.11.07.443,22.100,31.159,2.622,-33.537
1638241867453,2021-11-30T10.11.07.453,22.110,21.159,0.854,-32.988
1638241867463,2021-11-30T10.11.07.463,22.120,13.537,1.585,-34.878
1638241867473,2021-11-30T10.11.07.473,22.130,14.756,1.341,-34.512
1638241867483,2021-11-30T10.11.07.483,22.140,21.037,0.244,-31.098
1638241867493,2021-11-30T10.11.07.493,22.150,31.402,-1.646,-28.720
1638241867503,2021-11-30T10.11.07.503,22.160,41.768,-4.085,-28.415
1638241867513,2021-11-30T10.11.07.513,22.170,45.000,-5.122,-30.549
1638241867523,2021-11-30T10.11.07.523,22.180,39.390,-2.683,-33.780
1638241867533,2021-11-30T10.11.07.533,22.190,35.793,-0.244,-37.683
1638241867543,2021-11-30T10.11.07.543,22.200,39.085,-0.671,-41.341
1638241867553,2021-11-30T10.11.07.553,22.210,41.829,-0.610,-43.598
1638241867563,2021-11-30T10.11.07.563,22.220,37.805,0.061,-46.890
1638241867573,2021-11-30T10.11.07.573,22.230,33.415,0.610,-52.805
1638241867583,2021-11-30T10.11.07.583,22.240,30.732,1.707,-57.195
1638241867593,2021-11-30T10.11.07.593,22.250,29.451,2.195,-60.305
1638241867603,2021-11-30T10.11.07.603,22.260,32.256,2.439,-61.220
1638241867613,2021-11-30T10.11.07.613,22.270,35.976,1.890,-59.634
1638241867623,2021-11-30T10.11.07.623,22.280,38.598,0.976,-58.720
1638241867633,2021-11-30T10.11.07.633,22.290,37.317,-0.244,-60.732
1638241867643,2021-11-30T10.11.07.643,22.300,32.988,-1.463,-64.878
1638241867653,2021-11-30T10.11.07.653,22.310,32.256,-1.585,-73.476
1638241867663,2021-11-30T10.11.07.663,22.320,31.890,-2.561,-83.293
1638241867673,2021-11-30T10.11.07.673,22.330,26.037,-4.451,-93.232
1638241867683,2021-11-30T10.11.07.683,22.340,13.598,-6.524,-103.598
1638241867693,2021-11-30T10.11.07.693,22.350,0.244,-8.476,-112.988
1638241867703,2021-11-30T10.11.07.703,22.360,-6.037,-9.756,-121.159
1638241867713,2021-11-30T10.11.07.713,22.370,-5.305,-10.427,-128.841
1638241867723,2021-11-30T10.11.07.723,22.380,-3.354,-11.585,-136.829
1638241867733,2021-11-30T10.11.07.733,22.390,-0.793,-13.720,-144.573
1638241867743,2021-11-30T10.11.07.743,22.400,-0.793,-16.159,-154.024
1638241867753,2021-11-30T10.11.07.753,22.410,-4.024,-17.622,-165.610
1638241867763,2021-11-30T10.11.07.763,22.420,-4.085,-19.024,-175.732
1638241867773,2021-11-30T10.11.07.773,22.430,-0.122,-22.744,-187.683
1638241867783,2021-11-30T10.11.07.783,22.440,3.659,-17.073,-201.463
1638241867793,2021-11-30T10.11.07.793,22.450,7.500,-12.500,-213.963
1638241867803,2021-11-30T10.11.07.803,22.460,13.598,-11.098,-225.915
1638241867813,2021-11-30T10.11.07.813,22.470,18.476,-6.768,-236.463
1638241867823,2021-11-30T10.11.07.823,22.480,15.976,-0.061,-242.866
1638241867833,2021-11-30T10.11.07.833,22.490,16.037,7.805,-245.610
1638241867843,2021-11-30T10.11.07.843,22.500,10.305,17.622,-262.561
1638241867853,2021-11-30T10.11.07.853,22.510,-24.268,16.951,-281.220
1638241867863,2021-11-30T10.11.07.863,22.520,-53.963,8.780,-275.122
1638241867873,2021-11-30T10.11.07.873,22.530,-65.244,-3.171,-278.293
1638241867883,2021-11-30T10.11.07.883,22.540,-35.366,7.256,-257.988
1638241867893,2021-11-30T10.11.07.893,22.550,-29.268,26.585,-208.720
1638241867903,2021-11-30T10.11.07.903,22.560,-31.890,36.098,-179.146
1638241867913,2021-11-30T10.11.07.913,22.570,1.585,44.817,-150.000
1638241867923,2021-11-30T10.11.07.923,22.580,53.049,14.817,-108.293
1638241867933,2021-11-30T10.11.07.933,22.590,80.061,25.427,-96.707
1638241867943,2021-11-30T10.11.07.943,22.600,99.939,18.232,-30.732
1638241867953,2021-11-30T10.11.07.953,22.610,76.768,17.317,31.829
1638241867963,2021-11-30T10.11.07.963,22.620,31.707,12.866,77.744
1638241867973,2021-11-30T10.11.07.973,22.630,12.134,14.268,105.732
1638241867983,2021-11-30T10.11.07.983,22.640,2.744,20.183,131.768
1638241867993,2021-11-30T10.11.07.993,22.650,-5.488,23.354,156.341
1638241868003,2021-11-30T10.11.08.003,22.660,-11.524,22.744,179.512
1638241868013,2021-11-30T10.11.08.013,22.670,-20.915,20.610,203.537
1638241868023,2021-11-30T10.11.08.023,22.680,-27.988,17.256,229.939
1638241868033,2021-11-30T10.11.08.033,22.690,-33.598,13.659,254.573
1638241868043,2021-11-30T10.11.08.043,22.700,-38.598,8.293,275.488
1638241868053,2021-11-30T10.11.08.053,22.710,-47.805,2.744,294.756
1638241868063,2021-11-30T10.11.08.063,22.720,-54.451,-0.305,312.866
1638241868073,2021-11-30T10.11.08.073,22.730,-60.061,-3.963,329.085
1638241868083,2021-11-30T10.11.08.083,22.740,-61.585,-7.256,348.049
1638241868093,2021-11-30T10.11.08.093,22.750,-58.110,-11.951,362.927
1638241868103,2021-11-30T10.11.08.103,22.760,-48.720,-16.098,377.134
1638241868113,2021-11-30T10.11.08.113,22.770,-32.378,-19.268,388.963
1638241868123,2021-11-30T10.11.08.123,22.780,-16.280,-21.402,400.549
1638241868133,2021-11-30T10.11.08.133,22.790,-7.561,-22.866,412.561
1638241868143,2021-11-30T10.11.08.143,22.800,-5.854,-24.878,423.963
1638241868153,2021-11-30T10.11.08.153,22.810,-13.902,-27.195,434.024
1638241868163,2021-11-30T10.11.08.163,22.820,-30.305,-30.061,439.817
1638241868173,2021-11-30T10.11.08.173,22.830,-52.073,-33.232,441.890
1638241868183,2021-11-30T10.11.08.183,22.840,-75.915,-35.183,441.829
1638241868193,2021-11-30T10.11.08.193,22.850,-89.207,-41.402,429.634
1638241868203,2021-11-30T10.11.08.203,22.860,-66.524,-55.305,403.415
1638241868213,2021-11-30T10.11.08.213,22.870,-29.878,-57.073,357.256
1638241868223,2021-11-30T10.11.08.223,22.880,-44.756,-42.561,274.878
1638241868233,2021-11-30T10.11.08.233,22.890,-29.451,-20.427,197.805
1638241868243,2021-11-30T10.11.08.243,22.900,-14.390,-5.183,128.232
1638241868253,2021-11-30T10.11.08.253,22.910,-4.085,-0.671,49.024
1638241868263,2021-11-30T10.11.08.263,22.920,-6.341,-0.427,-19.390
1638241868273,2021-11-30T10.11.08.273,22.930,-32.988,1.951,-97.561
1638241868283,2021-11-30T10.11.08.283,22.940,-153.720,28.049,-220.183
1638241868293,2021-11-30T10.11.08.293,22.950,-119.512,55.610,-233.841
1638241868303,2021-11-30T10.11.08.303,22.960,132.988,-1.220,-104.451
1638241868313,2021-11-30T10.11.08.313,22.970,73.415,100.793,-170.976
1638241868323,2021-11-30T10.11.08.323,22.980,13.720,135.610,-284.512
1638241868333,2021-11-30T10.11.08.333,22.990,51.829,44.207,-262.195
1638241868343,2021-11-30T10.11.08.343,23.000,-9.512,7.561,-235.061
1638241868353,2021-11-30T10.11.08.353,23.010,-61.402,41.890,-166.524
1638241868363,2021-11-30T10.11.08.363,23.020,-10.061,85.854,-180.732
1638241868373,2021-11-30T10.11.08.373,23.030,50.976,28.049,-149.878
1638241868383,2021-11-30T10.11.08.383,23.040,45.244,-1.341,-121.280
1638241868393,2021-11-30T10.11.08.393,23.050,11.037,29.512,-83.780
1638241868403,2021-11-30T10.11.08.403,23.060,51.402,47.744,-53.780
1638241868413,2021-11-30T10.11.08.413,23.070,63.659,24.024,-45.549
1638241868423,2021-11-30T10.11.08.423,23.080,47.317,25.976,-39.085
1638241868433,2021-11-30T10.11.08.433,23.090,49.634,26.646,-38.659
1638241868443,2021-11-30T10.11.08.443,23.100,27.256,11.585,-39.634
1638241868453,2021-11-30T10.11.08.453,23.110,18.659,5.244,-39.085
1638241868463,2021-11-30T10.11.08.463,23.120,19.634,2.805,-39.512
1638241868473,2021-11-30T10.11.08.473,23.130,18.049,-2.622,-42.012
1638241868483,2021-11-30T10.11.08.483,23.140,20.854,-7.927,-40.183
1638241868493,2021-11-30T10.11.08.493,23.150,29.695,-13.049,-37.744
1638241868503,2021-11-30T10.11.08.503,23.160,37.073,-16.098,-35.671
1638241868513,2021-11-30T10.11.08.513,23.170,41.646,-14.390,-33.171
1638241868523,2021-11-30T10.11.08.523,23.180,48.476,-12.988,-32.439
1638241868533,2021-11-30T10.11.08.533,23.190,53.049,-12.805,-33.232
1638241868543,2021-11-30T10.11.08.543,23.200,52.256,-12.683,-35.488
