epoc (ms),timestamp (+0700),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1638241858788,2021-11-30T10.10.58.788,14.510,1.768,15.488,-11.341
1638241858798,2021-11-30T10.10.58.798,14.520,0.976,17.195,-13.476
1638241858808,2021-11-30T10.10.58.808,14.530,0.122,19.146,-15.854
1638241858818,2021-11-30T10.10.58.818,14.540,-0.915,21.159,-18.354
1638241858828,2021-11-30T10.10.58.828,14.550,-2.500,23.659,-21.037
1638241858838,2021-11-30T10.10.58.838,14.560,-4.207,26.463,-24.329
1638241858848,2021-11-30T10.10.58.848,14.570,-6.280,29.329,-28.415
1638241858858,2021-11-30T10.10.58.858,14.580,-7.744,32.134,-33.293
1638241858868,2021-11-30T10.10.58.868,14.590,-10.061,35.488,-38.659
1638241858878,2021-11-30T10.10.58.878,14.600,-12.012,38.841,-45.183
1638241858888,2021-11-30T10.10.58.888,14.610,-13.110,41.280,-53.049
1638241858898,2021-11-30T10.10.58.898,14.620,-14.512,43.049,-62.622
1638241858908,2021-11-30T10.10.58.908,14.630,-15.427,43.902,-73.902
1638241858918,2021-11-30T10.10.58.918,14.640,-16.463,44.207,-85.549
1638241858928,2021-11-30T10.10.58.928,14.650,-20.671,44.390,-96.402
1638241858938,2021-11-30T10.10.58.938,14.660,-25.488,44.878,-105.000
1638241858948,2021-11-30T10.10.58.948,14.670,-26.098,44.268,-111.402
1638241858958,2021-11-30T10.10.58.958,14.680,-29.451,47.195,-116.220
1638241858968,2021-11-30T10.10.58.968,14.690,-31.037,54.451,-116.098
1638241858978,2021-11-30T10.10.58.978,14.700,-23.963,61.768,-113.049
1638241858988,2021-11-30T10.10.58.988,14.710,-12.439,63.293,-117.561
1638241858998,2021-11-30T10.10.58.998,14.720,-1.524,66.585,-122.073
1638241859008,2021-11-30T10.10.59.008,14.730,5.610,69.573,-128.049
1638241859018,2021-11-30T10.10.59.018,14.740,9.207,69.024,-129.512
1638241859028,2021-11-30T10.10.59.028,14.750,10.183,67.195,-127.378
1638241859038,2021-11-30T10.10.59.038,14.760,7.134,61.768,-127.378
1638241859048,2021-11-30T10.10.59.048,14.770,-0.183,53.232,-123.720
1638241859058,2021-11-30T10.10.59.058,14.780,-0.549,42.988,-114.451
1638241859068,2021-11-30T10.10.59.068,14.790,-3.720,35.000,-102.866
1638241859078,2021-11-30T10.10.59.078,14.800,-15.671,29.329,-89.268
1638241859088,2021-11-30T10.10.59.088,14.810,-24.146,19.573,-75.122
1638241859098,2021-11-30T10.10.59.098,14.820,-36.829,12.256,-67.378
1638241859108,2021-11-30T10.10.59.108,14.830,-37.012,-1.280,-46.341
1638241859118,2021-11-30T10.10.59.118,14.840,-14.512,-15.732,-20.122
1638241859128,2021-11-30T10.10.59.128,14.850,9.024,-23.232,-5.976
1638241859138,2021-11-30T10.10.59.138,14.860,27.317,-35.061,-0.122
1638241859148,2021-11-30T10.10.59.148,14.870,33.110,-45.732,11.402
1638241859158,2021-11-30T10.10.59.158,14.880,35.244,-51.707,29.451
1638241859168,2021-11-30T10.10.59.168,14.890,38.110,-55.366,47.256
1638241859178,2021-11-30T10.10.59.178,14.900,40.976,-58.902,63.171
1638241859188,2021-11-30T10.10.59.188,14.910,42.866,-62.317,77.744
1638241859198,2021-11-30T10.10.59.198,14.920,45.000,-65.244,91.524
1638241859208,2021-11-30T10.10.59.208,14.930,48.171,-67.744,104.756
1638241859218,2021-11-30T10.10.59.218,14.940,51.829,-69.573,117.317
1638241859228,2021-11-30T10.10.59.228,14.950,55.244,-70.732,129.085
1638241859238,2021-11-30T10.10.59.238,14.960,57.378,-70.854,140.000
1638241859248,2021-11-30T10.10.59.248,14.970,58.598,-70.793,150.000
1638241859258,2021-11-30T10.10.59.258,14.980,59.695,-71.220,158.659
1638241859268,2021-11-30T10.10.59.268,14.990,58.780,-71.280,165.488
1638241859278,2021-11-30T10.10.59.278,15.000,56.890,-70.244,171.341
1638241859288,2021-11-30T10.10.59.288,15.010,57.134,-69.512,175.488
1638241859298,2021-11-30T10.10.59.298,15.020,58.415,-68.841,178.598
1638241859308,2021-11-30T10.10.59.308,15.030,60.000,-67.561,182.256
1638241859318,2021-11-30T10.10.59.318,15.040,62.927,-67.683,183.780
1638241859328,2021-11-30T10.10.59.328,15.050,63.415,-67.561,183.537
1638241859338,2021-11-30T10.10.59.338,15.060,61.951,-65.305,182.744
1638241859348,2021-11-30T10.10.59.348,15.070,59.939,-62.683,181.037
1638241859358,2021-11-30T10.10.59.358,15.080,57.012,-60.671,177.317
1638241859368,2021-11-30T10.10.59.368,15.090,57.012,-59.695,172.256
1638241859378,2021-11-30T10.10.59.378,15.100,55.793,-59.451,166.463
1638241859388,2021-11-30T10.10.59.388,15.110,56.524,-60.732,161.646
1638241859398,2021-11-30T10.10.59.398,15.120,56.585,-63.171,155.610
1638241859408,2021-11-30T10.10.59.408,15.130,55.793,-62.439,148.415
1638241859418,2021-11-30T10.10.59.418,15.140,50.061,-56.524,138.232
1638241859428,2021-11-30T10.10.59.428,15.150,37.378,-43.780,122.256
1638241859438,2021-11-30T10.10.59.438,15.160,25.000,-30.000,102.622
1638241859448,2021-11-30T10.10.59.448,15.170,15.549,-20.305,82.195
1638241859458,2021-11-30T10.10.59.458,15.180,10.061,-14.207,57.866
1638241859468,2021-11-30T10.10.59.468,15.190,4.634,-5.549,7.256
1638241859478,2021-11-30T10.10.59.478,15.200,-8.171,5.793,-30.732
1638241859488,2021-11-30T10.10.59.488,15.210,-11.463,10.549,-65.854
1638241859498,2021-11-30T10.10.59.498,15.220,-4.512,12.195,-94.329
1638241859508,2021-11-30T10.10.59.508,15.230,17.134,7.500,-106.098
1638241859518,2021-11-30T10.10.59.518,15.240,42.073,11.159,-58.293
1638241859528,2021-11-30T10.10.59.528,15.250,34.878,22.805,-1.890
1638241859538,2021-11-30T10.10.59.538,15.260,37.317,17.683,-69.939
1638241859548,2021-11-30T10.10.59.548,15.270,97.500,9.695,-166.341
1638241859558,2021-11-30T10.10.59.558,15.280,61.098,-8.476,-159.573
1638241859568,2021-11-30T10.10.59.568,15.290,-22.134,26.707,-163.110
1638241859578,2021-11-30T10.10.59.578,15.300,28.659,36.646,-182.195
1638241859588,2021-11-30T10.10.59.588,15.310,61.524,-0.244,-139.451
1638241859598,2021-11-30T10.10.59.598,15.320,14.756,4.573,-140.305
1638241859608,2021-11-30T10.10.59.608,15.330,-8.171,24.329,-106.951
1638241859618,2021-11-30T10.10.59.618,15.340,-13.659,19.390,-88.476
1638241859628,2021-11-30T10.10.59.628,15.350,-26.707,19.390,-80.671
1638241859648,2021-11-30T10.10.59.648,15.370,-54.817,20.610,-56.646
1638241859658,2021-11-30T10.10.59.658,15.380,-48.780,15.305,-50.854
1638241859668,2021-11-30T10.10.59.668,15.390,-42.500,8.841,-45.793
1638241859678,2021-11-30T10.10.59.678,15.400,-36.463,3.720,-42.439
1638241859688,2021-11-30T10.10.59.688,15.410,-33.171,1.768,-40.671
1638241859698,2021-11-30T10.10.59.698,15.420,-33.171,1.768,-38.902
1638241859708,2021-11-30T10.10.59.708,15.430,-34.207,2.378,-36.037
1638241859718,2021-11-30T10.10.59.718,15.440,-35.915,3.537,-32.378
1638241859728,2021-11-30T10.10.59.728,15.450,-38.049,5.122,-28.171
1638241859738,2021-11-30T10.10.59.738,15.460,-39.329,6.768,-24.451
1638241859758,2021-11-30T10.10.59.758,15.480,-47.012,11.159,-18.659
1638241859768,2021-11-30T10.10.59.768,15.490,-46.159,12.988,-17.805
1638241859818,2021-11-30T10.10.59.818,15.540,-28.354,10.000,-32.439
1638241859828,2021-11-30T10.10.59.828,15.550,-27.073,10.061,-34.634
1638241859838,2021-11-30T10.10.59.838,15.560,-26.707,10.793,-36.585
1638241859848,2021-11-30T10.10.59.848,15.570,-26.829,11.585,-38.293
1638241859858,2021-11-30T10.10.59.858,15.580,-27.378,12.256,-40.000
1638241859868,2021-11-30T10.10.59.868,15.590,-28.171,13.171,-41.098
1638241859878,2021-11-30T10.10.59.878,15.600,-29.207,14.207,-42.988
1638241859888,2021-11-30T10.10.59.888,15.610,-29.451,15.610,-44.756
1638241859898,2021-11-30T10.10.59.898,15.620,-27.805,17.134,-46.768
1638241859908,2021-11-30T10.10.59.908,15.630,-25.061,19.512,-50.000
1638241859928,2021-11-30T10.10.59.928,15.650,-8.049,25.366,-67.256
1638241859938,2021-11-30T10.10.59.938,15.660,-8.720,31.768,-73.415
1638241859948,2021-11-30T10.10.59.948,15.670,-4.939,36.402,-78.902
1638241859958,2021-11-30T10.10.59.958,15.680,-5.793,38.598,-86.280
1638241859968,2021-11-30T10.10.59.968,15.690,-6.220,43.049,-91.951
1638241859978,2021-11-30T10.10.59.978,15.700,-5.976,48.110,-97.134
1638241859988,2021-11-30T10.10.59.988,15.710,-5.854,51.707,-104.756
1638241859998,2021-11-30T10.10.59.998,15.720,-5.610,57.012,-112.134
1638241860008,2021-11-30T10.11.00.008,15.730,-1.463,62.439,-122.012
1638241860018,2021-11-30T10.11.00.018,15.740,-1.280,66.707,-128.598
1638241860048,2021-11-30T10.11.00.048,15.770,-11.768,80.122,-181.646
1638241860058,2021-11-30T10.11.00.058,15.780,-18.110,79.329,-193.049
1638241860068,2021-11-30T10.11.00.068,15.790,-22.439,75.671,-200.488
1638241860078,2021-11-30T10.11.00.078,15.800,-19.939,66.585,-202.927
1638241860088,2021-11-30T10.11.00.088,15.810,-22.500,60.610,-205.427
1638241860098,2021-11-30T10.11.00.098,15.820,-52.805,74.817,-228.902
1638241860108,2021-11-30T10.11.00.108,15.830,-80.366,91.037,-256.463
1638241860118,2021-11-30T10.11.00.118,15.840,-84.268,93.049,-270.671
1638241860128,2021-11-30T10.11.00.128,15.850,-105.000,86.951,-260.671
1638241860138,2021-11-30T10.11.00.138,15.860,-136.585,75.244,-235.671
1638241860148,2021-11-30T10.11.00.148,15.870,-179.085,65.366,-215.671
1638241860158,2021-11-30T10.11.00.158,15.880,-197.744,50.671,-164.695
1638241860168,2021-11-30T10.11.00.168,15.890,-220.061,39.695,-139.756
1638241860178,2021-11-30T10.11.00.178,15.900,-178.232,31.585,-120.732
1638241860188,2021-11-30T10.11.00.188,15.910,-110.671,16.098,-50.976
1638241860198,2021-11-30T10.11.00.198,15.920,-45.488,1.463,-11.341
1638241860208,2021-11-30T10.11.00.208,15.930,28.354,-12.012,14.512
1638241860218,2021-11-30T10.11.00.218,15.940,101.768,-28.537,31.646
1638241860228,2021-11-30T10.11.00.228,15.950,149.512,-44.817,48.293
1638241860238,2021-11-30T10.11.00.238,15.960,181.098,-57.378,68.476
1638241860248,2021-11-30T10.11.00.248,15.970,196.829,-65.488,96.463
1638241860258,2021-11-30T10.11.00.258,15.980,186.159,-70.854,125.183
1638241860268,2021-11-30T10.11.00.268,15.990,159.939,-74.146,151.098
1638241860278,2021-11-30T10.11.00.278,16.000,134.329,-76.829,173.110
1638241860288,2021-11-30T10.11.00.288,16.010,113.171,-79.085,194.756
1638241860298,2021-11-30T10.11.00.298,16.020,96.524,-81.402,215.976
1638241860308,2021-11-30T10.11.00.308,16.030,87.256,-83.902,235.122
1638241860318,2021-11-30T10.11.00.318,16.040,86.220,-85.732,253.476
1638241860328,2021-11-30T10.11.00.328,16.050,88.902,-87.683,271.646
1638241860338,2021-11-30T10.11.00.338,16.060,91.037,-91.098,288.841
1638241860348,2021-11-30T10.11.00.348,16.070,85.976,-94.085,303.049
1638241860358,2021-11-30T10.11.00.358,16.080,77.805,-97.134,315.061
1638241860368,2021-11-30T10.11.00.368,16.090,68.720,-101.037,326.585
1638241860378,2021-11-30T10.11.00.378,16.100,57.195,-106.951,337.744
1638241860388,2021-11-30T10.11.00.388,16.110,44.817,-114.329,346.341
1638241860398,2021-11-30T10.11.00.398,16.120,34.939,-123.171,352.256
1638241860408,2021-11-30T10.11.00.408,16.130,30.000,-132.073,355.976
1638241860418,2021-11-30T10.11.00.418,16.140,30.305,-140.122,357.256
1638241860428,2021-11-30T10.11.00.428,16.150,36.220,-146.220,356.341
1638241860438,2021-11-30T10.11.00.438,16.160,49.756,-151.098,354.695
1638241860448,2021-11-30T10.11.00.448,16.170,65.122,-156.037,349.939
1638241860458,2021-11-30T10.11.00.458,16.180,76.768,-157.622,344.512
1638241860468,2021-11-30T10.11.00.468,16.190,76.646,-150.000,338.780
1638241860478,2021-11-30T10.11.00.478,16.200,72.744,-130.732,325.610
1638241860488,2021-11-30T10.11.00.488,16.210,65.671,-102.744,300.610
1638241860498,2021-11-30T10.11.00.498,16.220,47.317,-71.951,262.378
1638241860508,2021-11-30T10.11.00.508,16.230,19.756,-42.500,221.951
1638241860518,2021-11-30T10.11.00.518,16.240,-3.476,-19.024,170.610
1638241860528,2021-11-30T10.11.00.528,16.250,-10.915,-10.427,105.793
1638241860538,2021-11-30T10.11.00.538,16.260,-23.415,-7.866,36.280
1638241860548,2021-11-30T10.11.00.548,16.270,-10.427,7.805,-36.159
1638241860558,2021-11-30T10.11.00.558,16.280,17.805,25.244,-83.902
1638241860568,2021-11-30T10.11.00.568,16.290,55.183,28.963,-124.024
1638241860578,2021-11-30T10.11.00.578,16.300,133.963,24.329,-157.439
1638241860588,2021-11-30T10.11.00.588,16.310,145.854,34.329,-67.256
1638241860598,2021-11-30T10.11.00.598,16.320,16.037,23.415,-59.939
1638241860608,2021-11-30T10.11.00.608,16.330,44.207,4.146,-255.854
1638241860618,2021-11-30T10.11.00.618,16.340,19.146,7.195,-295.366
1638241860628,2021-11-30T10.11.00.628,16.350,-10.366,19.695,-245.000
1638241860638,2021-11-30T10.11.00.638,16.360,-1.768,40.793,-249.756
1638241860648,2021-11-30T10.11.00.648,16.370,61.585,1.524,-226.951
1638241860658,2021-11-30T10.11.00.658,16.380,-62.744,18.354,-206.707
1638241860668,2021-11-30T10.11.00.668,16.390,-136.098,65.000,-150.976
1638241860678,2021-11-30T10.11.00.678,16.400,-78.232,50.305,-103.049
1638241860688,2021-11-30T10.11.00.688,16.410,-36.159,32.378,-81.951
1638241860698,2021-11-30T10.11.00.698,16.420,-51.463,19.756,-67.439
1638241860708,2021-11-30T10.11.00.708,16.430,-62.927,13.720,-62.134
1638241860718,2021-11-30T10.11.00.718,16.440,-41.829,12.683,-59.695
1638241860728,2021-11-30T10.11.00.728,16.450,-26.524,5.854,-61.220
1638241860738,2021-11-30T10.11.00.738,16.460,-14.878,4.451,-57.683
1638241860748,2021-11-30T10.11.00.748,16.470,-4.817,6.037,-47.805
1638241860758,2021-11-30T10.11.00.758,16.480,-9.329,6.159,-39.390
1638241860768,2021-11-30T10.11.00.768,16.490,-16.524,10.549,-34.207
1638241860778,2021-11-30T10.11.00.778,16.500,-20.244,11.098,-27.988
1638241860788,2021-11-30T10.11.00.788,16.510,-25.732,12.012,-20.732
1638241860798,2021-11-30T10.11.00.798,16.520,-27.134,13.476,-16.159
1638241860808,2021-11-30T10.11.00.808,16.530,-25.671,13.598,-16.280
1638241860818,2021-11-30T10.11.00.818,16.540,-24.634,12.134,-19.939
1638241860828,2021-11-30T10.11.00.828,16.550,-25.427,11.951,-24.695
1638241860838,2021-11-30T10.11.00.838,16.560,-27.866,13.293,-28.354
1638241860848,2021-11-30T10.11.00.848,16.570,-32.378,14.756,-30.854
1638241860858,2021-11-30T10.11.00.858,16.580,-36.524,15.488,-34.146
1638241860868,2021-11-30T10.11.00.868,16.590,-39.695,15.305,-37.073
1638241860878,2021-11-30T10.11.00.878,16.600,-41.159,15.305,-39.146
1638241860888,2021-11-30T10.11.00.888,16.610,-44.451,15.610,-41.098
1638241860898,2021-11-30T10.11.00.898,16.620,-50.427,15.122,-42.500
1638241860908,2021-11-30T10.11.00.908,16.630,-57.073,15.122,-43.232
1638241860918,2021-11-30T10.11.00.918,16.640,-63.293,15.061,-43.780
1638241860928,2021-11-30T10.11.00.928,16.650,-67.195,15.366,-44.024
1638241860938,2021-11-30T10.11.00.938,16.660,-68.720,15.610,-45.427
1638241860948,2021-11-30T10.11.00.948,16.670,-68.537,16.890,-48.841
1638241860958,2021-11-30T10.11.00.958,16.680,-66.768,19.634,-54.085
1638241860968,2021-11-30T10.11.00.968,16.690,-61.829,22.744,-61.829
1638241860978,2021-11-30T10.11.00.978,16.700,-55.122,26.341,-70.305
1638241860988,2021-11-30T10.11.00.988,16.710,-49.024,30.488,-77.866
1638241860998,2021-11-30T10.11.00.998,16.720,-45.000,34.634,-85.305
1638241861008,2021-11-30T10.11.01.008,16.730,-41.951,38.110,-92.134
1638241861018,2021-11-30T10.11.01.018,16.740,-38.476,41.402,-100.000
1638241861028,2021-11-30T10.11.01.028,16.750,-40.671,46.159,-101.159
1638241861038,2021-11-30T10.11.01.038,16.760,-40.610,50.671,-103.720
1638241861048,2021-11-30T10.11.01.048,16.770,-40.122,54.390,-113.354
1638241861058,2021-11-30T10.11.01.058,16.780,-41.646,58.780,-117.195
1638241861068,2021-11-30T10.11.01.068,16.790,-36.280,63.720,-127.195
1638241861078,2021-11-30T10.11.01.078,16.800,-32.561,68.537,-136.890
1638241861088,2021-11-30T10.11.01.088,16.810,-29.024,71.402,-148.841
1638241861098,2021-11-30T10.11.01.098,16.820,-31.280,72.683,-159.817
1638241861108,2021-11-30T10.11.01.108,16.830,-35.427,73.293,-169.695
1638241861118,2021-11-30T10.11.01.118,16.840,-38.780,75.122,-178.963
1638241861128,2021-11-30T10.11.01.128,16.850,-40.793,77.500,-186.585
1638241861138,2021-11-30T10.11.01.138,16.860,-29.634,77.134,-194.329
1638241861148,2021-11-30T10.11.01.148,16.870,-14.329,76.646,-197.073
1638241861158,2021-11-30T10.11.01.158,16.880,-13.598,81.951,-209.146
1638241861168,2021-11-30T10.11.01.168,16.890,-13.354,98.232,-251.159
1638241861178,2021-11-30T10.11.01.178,16.900,-13.110,108.841,-287.317
1638241861188,2021-11-30T10.11.01.188,16.910,-21.890,106.890,-303.598
1638241861198,2021-11-30T10.11.01.198,16.920,-56.646,96.098,-296.585
1638241861208,2021-11-30T10.11.01.208,16.930,-99.756,77.134,-264.207
1638241861218,2021-11-30T10.11.01.218,16.940,-154.878,64.207,-242.012
1638241861228,2021-11-30T10.11.01.228,16.950,-170.976,41.159,-182.805
1638241861238,2021-11-30T10.11.01.238,16.960,-190.000,32.073,-164.756
1638241861248,2021-11-30T10.11.01.248,16.970,-189.756,31.159,-115.671
1638241861258,2021-11-30T10.11.01.258,16.980,-140.732,7.683,-42.439
1638241861268,2021-11-30T10.11.01.268,16.990,-77.012,-9.390,3.841
1638241861278,2021-11-30T10.11.01.278,17.000,-17.500,-25.488,43.659
1638241861288,2021-11-30T10.11.01.288,17.010,51.768,-42.805,64.634
1638241861298,2021-11-30T10.11.01.298,17.020,105.793,-59.390,77.317
1638241861308,2021-11-30T10.11.01.308,17.030,139.085,-70.793,98.537
1638241861318,2021-11-30T10.11.01.318,17.040,154.329,-78.537,130.183
1638241861328,2021-11-30T10.11.01.328,17.050,152.927,-84.817,160.732
1638241861338,2021-11-30T10.11.01.338,17.060,135.793,-89.268,187.256
1638241861348,2021-11-30T10.11.01.348,17.070,117.134,-92.683,210.061
1638241861358,2021-11-30T10.11.01.358,17.080,102.927,-95.183,232.866
1638241861368,2021-11-30T10.11.01.368,17.090,90.183,-95.854,254.634
1638241861378,2021-11-30T10.11.01.378,17.100,81.768,-97.256,274.512
1638241861388,2021-11-30T10.11.01.388,17.110,80.366,-98.841,291.768
1638241861398,2021-11-30T10.11.01.398,17.120,83.659,-100.549,307.195
1638241861408,2021-11-30T10.11.01.408,17.130,91.646,-104.939,323.232
1638241861418,2021-11-30T10.11.01.418,17.140,86.524,-109.024,337.256
1638241861428,2021-11-30T10.11.01.428,17.150,70.915,-112.134,348.232
1638241861438,2021-11-30T10.11.01.438,17.160,54.207,-115.549,358.293
1638241861448,2021-11-30T10.11.01.448,17.170,38.354,-121.341,367.988
1638241861458,2021-11-30T10.11.01.458,17.180,30.854,-128.537,374.451
1638241861468,2021-11-30T10.11.01.468,17.190,31.951,-136.098,375.854
1638241861478,2021-11-30T10.11.01.478,17.200,41.341,-142.927,374.512
1638241861488,2021-11-30T10.11.01.488,17.210,59.695,-149.329,372.988
1638241861498,2021-11-30T10.11.01.498,17.220,80.671,-152.988,371.646
1638241861508,2021-11-30T10.11.01.508,17.230,96.951,-153.659,370.610
1638241861518,2021-11-30T10.11.01.518,17.240,107.927,-150.000,364.268
1638241861528,2021-11-30T10.11.01.528,17.250,113.598,-137.012,347.256
1638241861538,2021-11-30T10.11.01.538,17.260,112.073,-112.439,316.646
1638241861548,2021-11-30T10.11.01.548,17.270,97.073,-84.634,275.976
1638241861558,2021-11-30T10.11.01.558,17.280,58.476,-57.805,231.098
1638241861568,2021-11-30T10.11.01.568,17.290,16.037,-35.793,181.463
1638241861578,2021-11-30T10.11.01.578,17.300,-18.110,-21.524,127.805
1638241861588,2021-11-30T10.11.01.588,17.310,-46.463,-11.098,66.951
1638241861598,2021-11-30T10.11.01.598,17.320,-78.963,3.780,15.549
1638241861608,2021-11-30T10.11.01.608,17.330,-75.427,18.293,-40.122
1638241861618,2021-11-30T10.11.01.618,17.340,-24.695,39.268,-109.634
1638241861628,2021-11-30T10.11.01.628,17.350,14.085,37.439,-151.951
1638241861638,2021-11-30T10.11.01.638,17.360,110.732,33.232,-145.793
1638241861648,2021-11-30T10.11.01.648,17.370,77.439,47.012,-23.293
1638241861658,2021-11-30T10.11.01.658,17.380,-29.939,14.512,-41.951
1638241861668,2021-11-30T10.11.01.668,17.390,124.268,-40.671,-279.268
1638241861678,2021-11-30T10.11.01.678,17.400,85.305,-47.317,-268.171
1638241861688,2021-11-30T10.11.01.688,17.410,-161.829,125.549,-255.427
1638241861698,2021-11-30T10.11.01.698,17.420,-1.220,105.305,-255.061
1638241861708,2021-11-30T10.11.01.708,17.430,159.451,-33.780,-225.976
1638241861718,2021-11-30T10.11.01.718,17.440,-43.780,10.976,-223.232
1638241861728,2021-11-30T10.11.01.728,17.450,-175.488,88.659,-145.854
1638241861738,2021-11-30T10.11.01.738,17.460,-98.598,70.000,-102.073
1638241861748,2021-11-30T10.11.01.748,17.470,-27.439,29.756,-88.110
1638241861758,2021-11-30T10.11.01.758,17.480,-28.110,2.805,-68.415
1638241861768,2021-11-30T10.11.01.768,17.490,-69.207,-1.768,-53.415
1638241861778,2021-11-30T10.11.01.778,17.500,-62.561,5.244,-44.329
1638241861788,2021-11-30T10.11.01.788,17.510,-45.732,6.098,-46.463
1638241861798,2021-11-30T10.11.01.798,17.520,-28.841,1.463,-52.561
1638241861808,2021-11-30T10.11.01.808,17.530,-8.902,-0.488,-48.780
1638241861818,2021-11-30T10.11.01.818,17.540,-7.195,-0.122,-40.122
1638241861828,2021-11-30T10.11.01.828,17.550,-17.744,7.378,-34.939
1638241861838,2021-11-30T10.11.01.838,17.560,-22.988,13.598,-30.366
1638241861848,2021-11-30T10.11.01.848,17.570,-28.110,14.695,-22.134
1638241861858,2021-11-30T10.11.01.858,17.580,-31.098,16.829,-16.220
1638241861868,2021-11-30T10.11.01.868,17.590,-30.000,18.598,-14.756
1638241861878,2021-11-30T10.11.01.878,17.600,-29.451,18.171,-17.134
1638241861888,2021-11-30T10.11.01.888,17.610,-28.171,18.841,-22.378
1638241861898,2021-11-30T10.11.01.898,17.620,-25.183,19.939,-27.927
1638241861908,2021-11-30T10.11.01.908,17.630,-26.463,20.244,-31.159
1638241861918,2021-11-30T10.11.01.918,17.640,-28.110,19.756,-33.720
1638241861928,2021-11-30T10.11.01.928,17.650,-30.671,19.390,-36.098
1638241861938,2021-11-30T10.11.01.938,17.660,-33.963,19.573,-38.354
1638241861948,2021-11-30T10.11.01.948,17.670,-34.207,19.451,-40.793
1638241861958,2021-11-30T10.11.01.958,17.680,-35.976,19.390,-42.805
1638241861968,2021-11-30T10.11.01.968,17.690,-40.732,19.756,-44.024
1638241861978,2021-11-30T10.11.01.978,17.700,-45.976,20.915,-44.329
1638241861988,2021-11-30T10.11.01.988,17.710,-49.695,22.256,-44.451
1638241861998,2021-11-30T10.11.01.998,17.720,-51.220,22.805,-45.854
1638241862008,2021-11-30T10.11.02.008,17.730,-52.744,22.317,-48.902
1638241862018,2021-11-30T10.11.02.018,17.740,-53.537,22.134,-53.537
1638241862028,2021-11-30T10.11.02.028,17.750,-53.902,22.317,-58.110
1638241862038,2021-11-30T10.11.02.038,17.760,-53.354,24.512,-62.988
1638241862048,2021-11-30T10.11.02.048,17.770,-50.244,27.500,-70.732
1638241862058,2021-11-30T10.11.02.058,17.780,-48.293,31.890,-77.134
1638241862068,2021-11-30T10.11.02.068,17.790,-45.000,36.707,-83.598
1638241862078,2021-11-30T10.11.02.078,17.800,-41.098,40.732,-88.537
1638241862088,2021-11-30T10.11.02.088,17.810,-39.268,46.585,-94.268
1638241862098,2021-11-30T10.11.02.098,17.820,-33.659,50.610,-103.659
1638241862108,2021-11-30T10.11.02.108,17.830,-31.707,54.573,-108.476
1638241862118,2021-11-30T10.11.02.118,17.840,-31.341,58.110,-112.561
1638241862128,2021-11-30T10.11.02.128,17.850,-27.805,60.427,-121.220
1638241862138,2021-11-30T10.11.02.138,17.860,-29.085,63.415,-128.354
1638241862148,2021-11-30T10.11.02.148,17.870,-29.146,66.646,-134.634
1638241862158,2021-11-30T10.11.02.158,17.880,-29.512,69.451,-142.866
1638241862168,2021-11-30T10.11.02.168,17.890,-32.195,72.378,-152.378
1638241862178,2021-11-30T10.11.02.178,17.900,-36.463,74.939,-161.646
1638241862188,2021-11-30T10.11.02.188,17.910,-43.415,76.585,-168.537
1638241862198,2021-11-30T10.11.02.198,17.920,-44.146,79.451,-182.317
1638241862208,2021-11-30T10.11.02.208,17.930,-44.695,83.476,-191.768
1638241862218,2021-11-30T10.11.02.218,17.940,-47.561,88.232,-200.183
1638241862228,2021-11-30T10.11.02.228,17.950,-39.085,92.500,-214.939
1638241862238,2021-11-30T10.11.02.238,17.960,-18.110,99.207,-232.256
1638241862248,2021-11-30T10.11.02.248,17.970,17.744,112.744,-260.000
1638241862258,2021-11-30T10.11.02.258,17.980,31.280,117.195,-269.390
1638241862268,2021-11-30T10.11.02.268,17.990,35.061,112.073,-269.024
1638241862278,2021-11-30T10.11.02.278,18.000,-14.756,105.366,-260.122
1638241862288,2021-11-30T10.11.02.288,18.010,-37.073,86.768,-231.585
1638241862298,2021-11-30T10.11.02.298,18.020,-42.317,58.963,-219.817
1638241862308,2021-11-30T10.11.02.308,18.030,-117.378,38.841,-188.841
1638241862318,2021-11-30T10.11.02.318,18.040,-175.610,37.622,-130.000
1638241862328,2021-11-30T10.11.02.328,18.050,-208.902,25.366,-161.524
1638241862338,2021-11-30T10.11.02.338,18.060,-219.390,36.707,-95.000
1638241862348,2021-11-30T10.11.02.348,18.070,-165.122,36.829,10.427
1638241862358,2021-11-30T10.11.02.358,18.080,-104.512,19.390,74.146
1638241862368,2021-11-30T10.11.02.368,18.090,-44.817,11.341,112.012
1638241862378,2021-11-30T10.11.02.378,18.100,5.915,-2.866,140.976
1638241862388,2021-11-30T10.11.02.388,18.110,50.244,-18.841,158.232
1638241862398,2021-11-30T10.11.02.398,18.120,86.341,-35.305,170.549
1638241862408,2021-11-30T10.11.02.408,18.130,112.012,-48.232,188.780
1638241862418,2021-11-30T10.11.02.418,18.140,134.085,-58.110,206.646
1638241862428,2021-11-30T10.11.02.428,18.150,155.854,-66.890,227.927
1638241862438,2021-11-30T10.11.02.438,18.160,169.817,-74.512,253.780
1638241862448,2021-11-30T10.11.02.448,18.170,177.744,-79.268,277.012
1638241862458,2021-11-30T10.11.02.458,18.180,172.805,-82.256,301.098
1638241862468,2021-11-30T10.11.02.468,18.190,158.476,-83.354,315.793
